Date,Year,Quarter,Month,Platform,Network,Program,Genre,Daypart,Advertiser,Advertiser_Industry,Campaign_ID,Ad_Duration_Sec,Region,Device_Type,Booked_Impressions,Delivered_Impressions,Fill_Rate,CPM,Gross_Revenue,Agency_Fee_Pct,Net_Revenue,Inventory_Units,Sold_Units,Under_Delivery_Flag
2026-01-23,2026,Q1,Jan,Streaming,StreamNow,Reality Live,Reality,Early Fringe,First Capital,Finance,CMP-2026-4197,30,Northeast,Web,442066,447756,1.0129,24.83,11117.78,0.15,9450.11,5,5,N
2026-01-23,2026,Q1,Jan,Streaming,StreamNow,Late Laughs,Comedy,Daytime,Union Financial,Finance,CMP-2026-9368,30,National,Web,650997,673841,1.0351,25.21,16987.53,0.12,14949.03,10,10,N
2026-01-23,2026,Q1,Jan,Streaming,ViewPoint,Classic Cinema,Movies,Prime,Harvest Brands,Food & Beverage,CMP-2026-2006,15,National,Connected TV,420185,429967,1.0233,31.55,13565.46,0.15,11530.64,7,7,N
2026-01-23,2026,Q1,Jan,Streaming,ViewPoint,Prime Drama,Drama,Prime,ShopSquare,Retail,CMP-2026-7492,15,National,Web,110787,110132,0.9941,33.37,3675.1,0.15,3123.84,1,1,N
2026-01-23,2026,Q1,Jan,Linear TV,Vista Broadcast,Basketball Night,Sports,Daytime,Vertex Devices,Technology,CMP-2026-3219,30,West,TV,1241434,1222259,0.9846,30.61,37413.35,0.15,31801.35,16,16,N
2026-01-23,2026,Q1,Jan,Linear TV,Vista Broadcast,Family Movie,Movies,Early Fringe,Union Financial,Finance,CMP-2026-7288,30,National,TV,1215854,1242319,1.0218,21.38,26560.78,0.15,22576.66,15,15,N
2026-01-23,2026,Q1,Jan,Linear TV,Vista Broadcast,Studio Comedy,Comedy,Early Fringe,HealthCore Pharma,Pharma,CMP-2026-9523,15,National,TV,249107,238864,0.9589,21.05,5028.09,0.12,4424.72,4,4,N
2026-01-23,2026,Q1,Jan,Streaming,Vista+,Studio Comedy,Comedy,Early Fringe,WellLife,Pharma,CMP-2026-6755,15,South,Mobile,406078,388917,0.9577,23.01,8948.98,0.15,7606.63,7,7,N
2026-01-23,2026,Q1,Jan,Streaming,Vista+,Late Laughs,Comedy,Prime,First Capital,Finance,CMP-2026-7574,30,National,Tablet,863047,878989,1.0185,35.06,30817.35,0.1,27735.61,13,13,N
2026-01-23,2026,Q1,Jan,Streaming,Vista+,Legacy,Drama,Daytime,Star Studios,Entertainment,CMP-2026-7965,15,National,Connected TV,563357,559776,0.9936,23.03,12891.64,0.1,11602.48,9,9,N
2026-01-23,2026,Q1,Jan,Streaming,Vista+,Reality Live,Reality,Daytime,Everyday Retail,Retail,CMP-2026-9784,15,National,Tablet,277548,259486,0.9349,20.46,5309.08,0.12,4671.99,5,5,N
2026-01-24,2026,Q1,Jan,Linear TV,Metro TV,Evening Report,News,Late Night,ShopSquare,Retail,CMP-2026-2556,15,National,TV,429802,334118,0.7774,20.41,6819.35,0.1,6137.42,8,6,Y
2026-01-24,2026,Q1,Jan,Streaming,PlayWave,Classic Cinema,Movies,Daytime,Star Studios,Entertainment,CMP-2026-8883,30,Northeast,Connected TV,624390,665046,1.0651,27.09,18016.1,0.15,15313.68,9,9,N
2026-01-24,2026,Q1,Jan,Linear TV,Prime Network,Morning News,News,Early Fringe,ShopSquare,Retail,CMP-2026-3417,30,National,TV,382754,397221,1.0378,24.64,9787.53,0.1,8808.78,4,4,N
2026-01-24,2026,Q1,Jan,Linear TV,Prime Network,Live Football,Sports,Early Fringe,HomeHub,Retail,CMP-2026-6601,30,South,TV,1455436,1401449,0.9629,30.36,42547.99,0.12,37442.23,23,22,N
2026-01-24,2026,Q1,Jan,Streaming,StreamNow,Legacy,Drama,Daytime,CarePlus,Pharma,CMP-2026-5247,30,South,Connected TV,219910,205789,0.9358,36.05,7418.69,0.12,6528.45,2,2,N
2026-01-24,2026,Q1,Jan,Streaming,StreamNow,Basketball Night,Sports,Prime,SecureBank,Finance,CMP-2026-5373,15,National,Mobile,1003721,925224,0.9218,46.07,42625.07,0.1,38362.56,13,12,N
2026-01-24,2026,Q1,Jan,Streaming,StreamNow,Night Shift,Drama,Early Morning,NextLine,Telecom,CMP-2026-7098,30,Northeast,Connected TV,462326,402133,0.8698,26.62,10704.78,0.12,9420.21,9,8,Y
2026-01-24,2026,Q1,Jan,Streaming,StreamNow,City Stories,Drama,Prime,BrightCard,Finance,CMP-2026-8051,15,National,Tablet,459182,494030,1.0759,41.03,20270.05,0.1,18243.04,5,5,N
2026-01-24,2026,Q1,Jan,Streaming,ViewPoint,Talent Stage,Reality,Early Fringe,WellLife,Pharma,CMP-2026-1041,30,National,Connected TV,372662,365971,0.982,41.13,15052.39,0.1,13547.15,4,4,N
2026-01-24,2026,Q1,Jan,Streaming,ViewPoint,Classic Cinema,Movies,Late Night,Pure Drinks,Food & Beverage,CMP-2026-2308,60,National,Mobile,824903,764468,0.9267,27.87,21305.72,0.12,18749.03,14,13,N
2026-01-24,2026,Q1,Jan,Streaming,ViewPoint,Basketball Night,Sports,Late Night,Star Studios,Entertainment,CMP-2026-4795,15,South,Tablet,409361,405302,0.9901,30.09,12195.54,0.1,10975.99,4,4,N
2026-01-24,2026,Q1,Jan,Streaming,ViewPoint,City Stories,Drama,Early Morning,NextLine,Telecom,CMP-2026-7801,30,Northeast,Web,179578,189788,1.0569,26.66,5059.75,0.1,4553.78,2,2,N
2026-01-24,2026,Q1,Jan,Linear TV,Vista Broadcast,Championship Studio,Sports,Daytime,ConnectMobile,Telecom,CMP-2026-5994,30,South,TV,1556707,1579170,1.0144,21.62,34141.66,0.12,30044.66,19,19,N
2026-01-24,2026,Q1,Jan,Linear TV,Vista Broadcast,Late Laughs,Comedy,Prime,ShopSquare,Retail,CMP-2026-9094,15,National,TV,336704,352051,1.0456,24.64,8674.54,0.12,7633.6,7,7,N
2026-01-24,2026,Q1,Jan,Streaming,Vista+,Family Movie,Movies,Prime,NexaTech,Technology,CMP-2026-1044,30,National,Connected TV,728751,691492,0.9489,46.29,32009.16,0.15,27207.79,9,9,N
2026-01-24,2026,Q1,Jan,Streaming,Vista+,Action Showcase,Movies,Daytime,CarePlus,Pharma,CMP-2026-3016,30,National,Web,231453,188325,0.8137,30.68,5777.81,0.1,5200.03,4,3,Y
2026-01-24,2026,Q1,Jan,Streaming,Vista+,House Challenge,Reality,Early Fringe,UrbanMart,Retail,CMP-2026-6355,60,National,Connected TV,620808,502800,0.8099,35.49,17844.37,0.15,15167.71,7,6,Y
2026-01-24,2026,Q1,Jan,Streaming,Vista+,City Stories,Drama,Early Fringe,SoundBox,Entertainment,CMP-2026-8614,15,South,Connected TV,420386,423053,1.0063,27.17,11494.35,0.1,10344.92,5,5,N
2026-01-24,2026,Q1,Jan,Streaming,Vista+,Sports Central,Sports,Early Fringe,HomeHub,Retail,CMP-2026-9475,30,National,Connected TV,741857,758399,1.0223,35.11,26627.39,0.15,22633.28,8,8,N
2026-01-25,2026,Q1,Jan,Linear TV,Metro TV,Reality Live,Reality,Daytime,Pure Drinks,Food & Beverage,CMP-2026-3097,15,Northeast,TV,525928,558520,1.062,15.33,8562.11,0.12,7534.66,5,5,N
2026-01-25,2026,Q1,Jan,Linear TV,National One,Evening Report,News,Prime,NorthStar Auto,Auto,CMP-2026-3157,15,National,TV,472686,472281,0.9991,28.34,13384.44,0.15,11376.77,6,6,N
2026-01-25,2026,Q1,Jan,Linear TV,National One,Prime Drama,Drama,Daytime,Harvest Brands,Food & Beverage,CMP-2026-8932,30,Midwest,TV,690298,658620,0.9541,18.65,12283.26,0.15,10440.77,9,9,N
2026-01-25,2026,Q1,Jan,Linear TV,National One,Basketball Night,Sports,Prime,WellLife,Pharma,CMP-2026-9172,15,Northeast,TV,1035239,1079663,1.0429,34.07,36784.12,0.12,32370.03,15,15,N
2026-01-25,2026,Q1,Jan,Streaming,PlayWave,Family Movie,Movies,Daytime,NextLine,Telecom,CMP-2026-6446,60,Midwest,Connected TV,90628,69163,0.7632,32.06,2217.37,0.15,1884.76,2,2,Y
2026-01-25,2026,Q1,Jan,Streaming,PlayWave,Action Showcase,Movies,Prime,FreshBite,Food & Beverage,CMP-2026-8957,60,National,Connected TV,766061,760328,0.9925,50.21,38176.07,0.15,32449.66,12,12,N
2026-01-25,2026,Q1,Jan,Streaming,PlayWave,World Tonight,News,Prime,PlayHouse,Entertainment,CMP-2026-8959,30,National,Connected TV,500179,462950,0.9256,45.9,21249.4,0.1,19124.46,7,6,N
2026-01-25,2026,Q1,Jan,Streaming,StreamNow,Market Desk,News,Late Night,Vertex Devices,Technology,CMP-2026-3003,30,Midwest,Mobile,704559,599946,0.8515,26.4,15838.57,0.12,13937.94,11,9,Y
2026-01-25,2026,Q1,Jan,Streaming,StreamNow,Championship Studio,Sports,Late Night,SecureBank,Finance,CMP-2026-3828,30,South,Connected TV,1307713,996120,0.7617,49.67,49477.28,0.15,42055.69,23,18,Y
2026-01-25,2026,Q1,Jan,Streaming,StreamNow,Morning News,News,Early Morning,Apex Motors,Auto,CMP-2026-5202,15,National,Mobile,149193,146989,0.9852,22.19,3261.69,0.12,2870.29,2,2,N
2026-01-25,2026,Q1,Jan,Streaming,StreamNow,Evening Report,News,Early Morning,PlayHouse,Entertainment,CMP-2026-5563,30,West,Mobile,240607,253733,1.0546,22.56,5724.22,0.12,5037.31,3,3,N
2026-01-25,2026,Q1,Jan,Streaming,ViewPoint,Late Laughs,Comedy,Daytime,Apex Motors,Auto,CMP-2026-2078,30,West,Web,624808,600779,0.9615,26.29,15794.48,0.12,13899.14,13,13,N
2026-01-25,2026,Q1,Jan,Streaming,ViewPoint,Late Laughs,Comedy,Prime,HomeHub,Retail,CMP-2026-2639,15,Northeast,Tablet,466592,440584,0.9443,33.96,14962.23,0.1,13466.01,5,5,N
2026-01-25,2026,Q1,Jan,Streaming,ViewPoint,Family Nights,Comedy,Prime,SoundBox,Entertainment,CMP-2026-2947,30,National,Connected TV,997376,1068981,1.0718,43.63,46639.64,0.15,39643.69,22,22,N
2026-01-25,2026,Q1,Jan,Streaming,ViewPoint,Championship Studio,Sports,Prime,CloudWorks,Technology,CMP-2026-3795,15,West,Connected TV,571923,542592,0.9487,53.52,29039.52,0.15,24683.59,12,11,N
2026-01-25,2026,Q1,Jan,Streaming,ViewPoint,Movie Premiere,Movies,Prime,Harvest Brands,Food & Beverage,CMP-2026-3916,30,South,Connected TV,622360,657833,1.057,39.99,26306.74,0.15,22360.73,9,9,N
2026-01-25,2026,Q1,Jan,Streaming,ViewPoint,Sports Central,Sports,Prime,Pure Drinks,Food & Beverage,CMP-2026-4537,15,National,Connected TV,400786,381563,0.952,40.71,15533.43,0.1,13980.09,5,5,N
2026-01-25,2026,Q1,Jan,Streaming,ViewPoint,Classic Cinema,Movies,Early Fringe,Harvest Brands,Food & Beverage,CMP-2026-5694,15,West,Web,94463,100983,1.069,21.48,2169.11,0.15,1843.74,1,1,N
2026-01-25,2026,Q1,Jan,Streaming,ViewPoint,Weekend Life,Reality,Late Night,ConnectMobile,Telecom,CMP-2026-7336,30,South,Mobile,563984,526776,0.934,28.47,14997.31,0.1,13497.58,11,10,N
2026-01-25,2026,Q1,Jan,Streaming,ViewPoint,Evening Report,News,Late Night,WaveTel,Telecom,CMP-2026-9160,15,Midwest,Connected TV,630267,608297,0.9651,27.48,16716.0,0.15,14208.6,7,7,N
2026-01-25,2026,Q1,Jan,Linear TV,Vista Broadcast,Sports Central,Sports,Prime,Pure Drinks,Food & Beverage,CMP-2026-1343,15,National,TV,2954572,2932611,0.9926,32.75,96043.01,0.1,86438.71,34,34,N
2026-01-25,2026,Q1,Jan,Linear TV,Vista Broadcast,Prime Drama,Drama,Early Fringe,NexaTech,Technology,CMP-2026-2971,30,National,TV,1186177,1098379,0.926,26.54,29150.98,0.1,26235.88,13,12,N
2026-01-25,2026,Q1,Jan,Linear TV,Vista Broadcast,Sports Central,Sports,Prime,ShopSquare,Retail,CMP-2026-8449,30,National,TV,374685,402604,1.0745,30.56,12303.58,0.1,11073.22,7,7,N
2026-01-25,2026,Q1,Jan,Linear TV,Vista Broadcast,Legacy,Drama,Prime,Velocity Cars,Auto,CMP-2026-8486,30,National,TV,1284815,1209875,0.9417,32.95,39865.38,0.15,33885.57,20,19,N
2026-01-25,2026,Q1,Jan,Linear TV,Vista Broadcast,Sports Central,Sports,Prime,WellLife,Pharma,CMP-2026-9030,15,National,TV,626981,577392,0.9209,38.87,22443.23,0.1,20198.91,7,6,N
2026-01-25,2026,Q1,Jan,Linear TV,Vista Broadcast,Reality Live,Reality,Prime,Vertex Devices,Technology,CMP-2026-9840,15,National,TV,686013,660320,0.9625,26.57,17544.7,0.12,15439.34,9,9,N
2026-01-25,2026,Q1,Jan,Streaming,Vista+,Studio Comedy,Comedy,Late Night,CarePlus,Pharma,CMP-2026-2644,30,Northeast,Mobile,281719,288656,1.0246,25.71,7421.35,0.15,6308.15,3,3,N
2026-01-25,2026,Q1,Jan,Streaming,Vista+,Live Football,Sports,Prime,NexaTech,Technology,CMP-2026-3320,30,National,Connected TV,253377,216370,0.8539,56.14,12147.01,0.12,10689.37,3,3,Y
2026-01-25,2026,Q1,Jan,Streaming,Vista+,Action Showcase,Movies,Early Fringe,Harvest Brands,Food & Beverage,CMP-2026-5489,30,Midwest,Mobile,710088,723710,1.0192,27.21,19692.15,0.15,16738.33,13,13,N
2026-01-25,2026,Q1,Jan,Streaming,Vista+,Evening Report,News,Early Fringe,Summit Motors,Auto,CMP-2026-8146,30,Midwest,Mobile,405775,405694,0.9998,35.93,14576.59,0.12,12827.4,4,4,N
2026-01-26,2026,Q1,Jan,Linear TV,Metro TV,House Challenge,Reality,Early Morning,CarePlus,Pharma,CMP-2026-1936,30,West,TV,1030507,908935,0.882,16.95,15406.45,0.1,13865.81,17,15,Y
2026-01-26,2026,Q1,Jan,Linear TV,Metro TV,Family Movie,Movies,Daytime,CloudWorks,Technology,CMP-2026-2536,30,Northeast,TV,794052,784506,0.988,22.87,17941.65,0.15,15250.4,9,9,N
2026-01-26,2026,Q1,Jan,Linear TV,Metro TV,Legacy,Drama,Prime,UrbanMart,Retail,CMP-2026-4876,30,West,TV,1772659,1773453,1.0004,26.95,47794.56,0.12,42059.21,24,24,N
2026-01-26,2026,Q1,Jan,Linear TV,National One,Prime Drama,Drama,Early Morning,Vertex Devices,Technology,CMP-2026-1361,30,National,TV,555672,518912,0.9338,21.02,10907.53,0.12,9598.63,6,6,N
2026-01-26,2026,Q1,Jan,Streaming,PlayWave,Late Laughs,Comedy,Early Fringe,Golden Foods,Food & Beverage,CMP-2026-5172,30,National,Connected TV,246335,248620,1.0093,23.52,5847.54,0.12,5145.84,4,4,N
2026-01-26,2026,Q1,Jan,Streaming,PlayWave,Sports Central,Sports,Daytime,HomeHub,Retail,CMP-2026-5417,30,National,Web,497803,479474,0.9632,28.8,13808.85,0.15,11737.52,11,11,N
2026-01-26,2026,Q1,Jan,Streaming,PlayWave,Night Shift,Drama,Late Night,Star Studios,Entertainment,CMP-2026-5866,30,National,Connected TV,126470,130238,1.0298,34.4,4480.19,0.1,4032.17,1,1,N
2026-01-26,2026,Q1,Jan,Streaming,PlayWave,Movie Premiere,Movies,Prime,ShopSquare,Retail,CMP-2026-6350,15,Northeast,Mobile,778042,835503,1.0739,33.21,27747.05,0.15,23584.99,11,11,N
2026-01-26,2026,Q1,Jan,Streaming,StreamNow,Family Movie,Movies,Daytime,CarePlus,Pharma,CMP-2026-1879,60,Northeast,Connected TV,396229,388908,0.9815,44.32,17236.4,0.1,15512.76,5,5,N
2026-01-26,2026,Q1,Jan,Streaming,ViewPoint,Talent Stage,Reality,Prime,PlayHouse,Entertainment,CMP-2026-1126,30,National,Connected TV,381972,371555,0.9727,39.18,14557.52,0.15,12373.89,5,5,N
2026-01-26,2026,Q1,Jan,Streaming,ViewPoint,Family Movie,Movies,Daytime,Metro Wireless,Telecom,CMP-2026-4193,15,Northeast,Mobile,158693,148334,0.9347,25.92,3844.82,0.1,3460.34,2,2,N
2026-01-26,2026,Q1,Jan,Streaming,ViewPoint,Legacy,Drama,Prime,Summit Motors,Auto,CMP-2026-5817,30,National,Mobile,401260,387754,0.9663,56.77,22012.79,0.1,19811.51,7,7,N
2026-01-26,2026,Q1,Jan,Linear TV,Vista Broadcast,Studio Comedy,Comedy,Early Fringe,NextLine,Telecom,CMP-2026-8842,30,Midwest,TV,1325465,1297758,0.9791,22.91,29731.64,0.12,26163.84,15,15,N
2026-01-26,2026,Q1,Jan,Linear TV,Vista Broadcast,World Tonight,News,Daytime,First Capital,Finance,CMP-2026-9462,60,National,TV,862825,910736,1.0555,25.89,23578.96,0.12,20749.48,13,13,N
2026-01-26,2026,Q1,Jan,Linear TV,Vista Broadcast,Prime Drama,Drama,Prime,BrightCard,Finance,CMP-2026-9550,30,Midwest,TV,1021587,967001,0.9466,28.73,27781.94,0.15,23614.65,18,17,N
2026-01-26,2026,Q1,Jan,Streaming,Vista+,Basketball Night,Sports,Prime,ShopSquare,Retail,CMP-2026-1299,30,West,Connected TV,238540,247729,1.0385,48.67,12056.97,0.1,10851.27,2,2,N
2026-01-26,2026,Q1,Jan,Streaming,Vista+,House Challenge,Reality,Daytime,Bright Pictures,Entertainment,CMP-2026-2515,30,National,Mobile,463913,488268,1.0525,21.7,10595.42,0.15,9006.11,6,6,N
2026-01-26,2026,Q1,Jan,Streaming,Vista+,Movie Premiere,Movies,Late Night,SoundBox,Entertainment,CMP-2026-2548,30,Northeast,Mobile,639332,635288,0.9937,23.67,15037.27,0.15,12781.68,8,8,N
2026-01-26,2026,Q1,Jan,Streaming,Vista+,Weekend Life,Reality,Prime,NovaMed,Pharma,CMP-2026-3118,30,National,Web,768614,674201,0.8772,50.33,33932.54,0.1,30539.29,9,8,Y
2026-01-26,2026,Q1,Jan,Streaming,Vista+,Talent Stage,Reality,Prime,Summit Motors,Auto,CMP-2026-3393,30,Midwest,Mobile,707405,680147,0.9615,40.89,27811.21,0.15,23639.53,9,9,N
2026-01-26,2026,Q1,Jan,Streaming,Vista+,Movie Premiere,Movies,Prime,Everyday Retail,Retail,CMP-2026-3865,15,Midwest,Connected TV,427087,456432,1.0687,31.54,14395.87,0.12,12668.37,5,5,N
2026-01-26,2026,Q1,Jan,Streaming,Vista+,Movie Premiere,Movies,Prime,Bright Pictures,Entertainment,CMP-2026-5839,15,National,Mobile,190817,178376,0.9348,36.89,6580.29,0.12,5790.66,2,2,N
2026-01-26,2026,Q1,Jan,Streaming,Vista+,City Stories,Drama,Late Night,ShopSquare,Retail,CMP-2026-6415,15,South,Connected TV,363536,342018,0.9408,27.01,9237.91,0.12,8129.36,8,8,N
2026-01-26,2026,Q1,Jan,Streaming,Vista+,Family Movie,Movies,Early Fringe,CarePlus,Pharma,CMP-2026-6614,15,National,Web,252097,267151,1.0597,26.91,7189.03,0.1,6470.13,4,4,N
2026-01-27,2026,Q1,Jan,Linear TV,Metro TV,Night Shift,Drama,Early Morning,NextLine,Telecom,CMP-2026-3986,15,National,TV,195604,207519,1.0609,14.96,3104.48,0.1,2794.03,2,2,N
2026-01-27,2026,Q1,Jan,Linear TV,Metro TV,Evening Report,News,Early Fringe,Bright Pictures,Entertainment,CMP-2026-4369,15,West,TV,1032428,1070864,1.0372,22.17,23741.05,0.12,20892.12,13,13,N
2026-01-27,2026,Q1,Jan,Linear TV,National One,World Tonight,News,Prime,Bright Pictures,Entertainment,CMP-2026-2114,30,Northeast,TV,1147005,843018,0.735,24.77,20881.56,0.12,18375.77,15,11,Y
2026-01-27,2026,Q1,Jan,Linear TV,National One,Prime Drama,Drama,Early Fringe,HomeHub,Retail,CMP-2026-8586,60,Midwest,TV,869402,920895,1.0592,22.93,21116.12,0.1,19004.51,11,11,N
2026-01-27,2026,Q1,Jan,Linear TV,National One,Studio Comedy,Comedy,Daytime,Vertex Devices,Technology,CMP-2026-9103,30,South,TV,581532,566989,0.975,16.58,9400.68,0.15,7990.58,6,6,N
2026-01-27,2026,Q1,Jan,Streaming,PlayWave,Night Shift,Drama,Early Fringe,UrbanMart,Retail,CMP-2026-1559,30,Midwest,Web,784592,676603,0.8624,28.5,19283.19,0.15,16390.71,9,8,Y
2026-01-27,2026,Q1,Jan,Streaming,PlayWave,Comedy Hour,Comedy,Early Fringe,NexaTech,Technology,CMP-2026-2805,60,South,Tablet,465373,488239,1.0491,35.54,17352.01,0.1,15616.81,8,8,N
2026-01-27,2026,Q1,Jan,Streaming,PlayWave,Family Movie,Movies,Prime,HealthCore Pharma,Pharma,CMP-2026-3822,30,National,Web,728536,738347,1.0135,52.16,38512.18,0.1,34660.96,11,11,N
2026-01-27,2026,Q1,Jan,Streaming,PlayWave,Action Showcase,Movies,Daytime,Velocity Cars,Auto,CMP-2026-8859,15,National,Connected TV,498155,517965,1.0398,27.33,14155.98,0.15,12032.58,5,5,N
2026-01-27,2026,Q1,Jan,Linear TV,Prime Network,Live Football,Sports,Early Morning,PlayHouse,Entertainment,CMP-2026-2739,30,National,TV,459514,472399,1.028,19.86,9381.84,0.12,8256.02,9,9,N
2026-01-27,2026,Q1,Jan,Linear TV,Prime Network,Sports Central,Sports,Early Morning,HealthCore Pharma,Pharma,CMP-2026-5990,30,National,TV,1467245,1575635,1.0739,27.41,43188.16,0.1,38869.34,17,17,N
2026-01-27,2026,Q1,Jan,Linear TV,Prime Network,Prime Drama,Drama,Daytime,CarePlus,Pharma,CMP-2026-6903,30,National,TV,920151,899523,0.9776,25.79,23198.7,0.12,20414.86,12,12,N
2026-01-27,2026,Q1,Jan,Streaming,StreamNow,Basketball Night,Sports,Daytime,CloudWorks,Technology,CMP-2026-2573,30,National,Connected TV,968389,768585,0.7937,37.11,28522.19,0.15,24243.86,11,9,Y
2026-01-27,2026,Q1,Jan,Streaming,StreamNow,Basketball Night,Sports,Prime,SoundBox,Entertainment,CMP-2026-5900,60,National,Connected TV,862011,846415,0.9819,74.01,62643.17,0.15,53246.69,13,13,N
2026-01-27,2026,Q1,Jan,Streaming,StreamNow,Late Laughs,Comedy,Daytime,Metro Wireless,Telecom,CMP-2026-7792,30,West,Mobile,249581,232748,0.9326,24.17,5625.52,0.1,5062.97,4,4,N
2026-01-27,2026,Q1,Jan,Streaming,StreamNow,Legacy,Drama,Early Morning,HomeHub,Retail,CMP-2026-7843,15,West,Mobile,836807,811118,0.9693,21.12,17130.81,0.15,14561.19,14,14,N
2026-01-27,2026,Q1,Jan,Streaming,StreamNow,Live Football,Sports,Prime,NexaTech,Technology,CMP-2026-7926,15,Northeast,Connected TV,267462,280532,1.0489,58.18,16321.35,0.15,13873.15,3,3,N
2026-01-27,2026,Q1,Jan,Streaming,StreamNow,Live Football,Sports,Daytime,NexaTech,Technology,CMP-2026-9220,30,National,Tablet,263376,223437,0.8484,38.34,8566.57,0.1,7709.91,3,3,Y
2026-01-27,2026,Q1,Jan,Streaming,StreamNow,Comedy Hour,Comedy,Prime,WaveTel,Telecom,CMP-2026-9222,15,West,Connected TV,320028,320935,1.0028,41.76,13402.25,0.1,12062.02,7,7,N
2026-01-27,2026,Q1,Jan,Streaming,ViewPoint,Action Showcase,Movies,Early Morning,Velocity Cars,Auto,CMP-2026-3460,30,National,Web,200183,207654,1.0373,22.15,4599.54,0.1,4139.59,3,3,N
2026-01-27,2026,Q1,Jan,Streaming,ViewPoint,Legacy,Drama,Daytime,HomeHub,Retail,CMP-2026-5209,30,Northeast,Web,732857,678330,0.9256,24.8,16822.58,0.15,14299.19,12,11,N
2026-01-27,2026,Q1,Jan,Streaming,ViewPoint,Reality Live,Reality,Prime,Velocity Cars,Auto,CMP-2026-7640,30,National,Connected TV,930876,966003,1.0377,50.99,49256.49,0.15,41868.02,18,18,N
2026-01-27,2026,Q1,Jan,Linear TV,Vista Broadcast,Live Football,Sports,Prime,NexaTech,Technology,CMP-2026-4511,30,Midwest,TV,1522988,1241060,0.8149,42.22,52397.55,0.12,46109.84,22,18,Y
2026-01-27,2026,Q1,Jan,Linear TV,Vista Broadcast,Sports Central,Sports,Early Morning,BrightCard,Finance,CMP-2026-6216,30,National,TV,1664022,1564038,0.9399,27.27,42651.32,0.15,36253.62,22,21,N
2026-01-27,2026,Q1,Jan,Linear TV,Vista Broadcast,Basketball Night,Sports,Prime,Velocity Cars,Auto,CMP-2026-8165,30,South,TV,2184427,2198063,1.0062,40.53,89087.49,0.12,78396.99,27,27,N
2026-01-27,2026,Q1,Jan,Linear TV,Vista Broadcast,Reality Live,Reality,Daytime,NorthStar Auto,Auto,CMP-2026-8175,30,Northeast,TV,700901,706228,1.0076,17.8,12570.86,0.15,10685.23,10,10,N
2026-01-27,2026,Q1,Jan,Linear TV,Vista Broadcast,Morning News,News,Early Fringe,HomeHub,Retail,CMP-2026-8739,30,South,TV,847984,907668,1.0704,19.95,18107.98,0.15,15391.78,11,11,N
2026-01-27,2026,Q1,Jan,Streaming,Vista+,Sports Central,Sports,Prime,Velocity Cars,Auto,CMP-2026-1196,30,West,Mobile,608927,521080,0.8557,58.78,30629.08,0.12,26953.59,10,9,Y
2026-01-27,2026,Q1,Jan,Streaming,Vista+,Morning News,News,Late Night,CarePlus,Pharma,CMP-2026-1289,60,South,Mobile,264689,280509,1.0598,40.42,11338.17,0.15,9637.44,4,4,N
2026-01-27,2026,Q1,Jan,Streaming,Vista+,Comedy Hour,Comedy,Daytime,NextLine,Telecom,CMP-2026-1943,30,Northeast,Tablet,802890,865749,1.0783,26.8,23202.07,0.1,20881.86,11,11,N
2026-01-27,2026,Q1,Jan,Streaming,Vista+,Classic Cinema,Movies,Daytime,Everyday Retail,Retail,CMP-2026-2971,30,Midwest,Connected TV,102474,106983,1.044,23.36,2499.12,0.15,2124.25,1,1,N
2026-01-28,2026,Q1,Jan,Linear TV,Metro TV,Family Movie,Movies,Late Night,PlayHouse,Entertainment,CMP-2026-2238,30,National,TV,374085,376715,1.007,20.8,7835.67,0.12,6895.39,5,5,N
2026-01-28,2026,Q1,Jan,Linear TV,Metro TV,House Challenge,Reality,Early Fringe,Velocity Cars,Auto,CMP-2026-5344,15,South,TV,997013,1062068,1.0652,16.52,17545.36,0.15,14913.56,15,15,N
2026-01-28,2026,Q1,Jan,Linear TV,Metro TV,Basketball Night,Sports,Early Fringe,Vertex Devices,Technology,CMP-2026-6977,30,National,TV,589797,628543,1.0657,33.93,21326.46,0.12,18767.28,9,9,N
2026-01-28,2026,Q1,Jan,Linear TV,Metro TV,Reality Live,Reality,Prime,Harvest Brands,Food & Beverage,CMP-2026-9125,15,National,TV,693695,662706,0.9553,23.78,15759.15,0.15,13395.28,13,12,N
2026-01-28,2026,Q1,Jan,Linear TV,National One,Movie Premiere,Movies,Late Night,Bright Pictures,Entertainment,CMP-2026-5036,30,South,TV,1094058,1081034,0.9881,17.05,18431.63,0.15,15666.89,13,13,N
2026-01-28,2026,Q1,Jan,Linear TV,National One,Late Laughs,Comedy,Daytime,Pure Drinks,Food & Beverage,CMP-2026-7071,15,National,TV,465962,487381,1.046,11.04,5380.69,0.1,4842.62,5,5,N
2026-01-28,2026,Q1,Jan,Linear TV,National One,Championship Studio,Sports,Early Fringe,NextLine,Telecom,CMP-2026-9952,30,National,TV,1875203,1812213,0.9664,30.14,54620.1,0.15,46427.08,21,20,N
2026-01-28,2026,Q1,Jan,Streaming,PlayWave,Sports Central,Sports,Daytime,Apex Motors,Auto,CMP-2026-1110,30,Northeast,Connected TV,790509,792479,1.0025,42.79,33910.18,0.1,30519.16,12,12,N
2026-01-28,2026,Q1,Jan,Streaming,PlayWave,Championship Studio,Sports,Early Fringe,WaveTel,Telecom,CMP-2026-1660,30,South,Tablet,1002196,953476,0.9514,43.76,41724.11,0.15,35465.49,11,10,N
